"","CodigoPostal","Barrio","TipoPropiedad","TipoAlquiler","MaxOcupantes","NumBanyos","NumDormitorios","NumCamas","TipoCama","Comodidades","PiesCuadrados","Precio","Puntuacion","MetrosCuadrados"
"5635","28035","Peñagrande","House","Private room",2,1,1,2,"Real Bed","Internet,Wireless Internet,Free parking on premises,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,21,84,NA
"5636","28029","Peñagrande","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,16,NA,NA
"5637","28008","Argüelles","Apartment","Private room",2,1,1,1,"Real Bed","Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Essentials,24-hour check-in",NA,35,NA,NA
"5638","28008","Argüelles","Apartment","Entire home/apt",6,2,2,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance",NA,120,88,NA
"5639","28008","Argüelles","Bed & Breakfast","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,32,98,NA
"5640","28008","Argüelles","Apartment","Private room",2,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo",NA,29,90,NA
"5641","28008","Argüelles","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room",NA,38,NA,NA
"5642","28008","Argüelles","Apartment","Entire home/apt",3,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,60,92,NA
"5643","28008","Argüelles","House","Entire home/apt",4,1,3,4,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,75,80,NA
"5644","28008","Argüelles","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Family/kid friendly,Washer,Dryer,Hair dryer",NA,105,NA,NA
"5645","28008","Argüelles","Apartment","Shared room",10,1,1,10,"Real Bed","Wireless Internet,Heating,Fire extinguisher,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,11,30,NA
"5646","28008","Argüelles","House","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,46,80,NA
"5647","28008","Argüelles","Apartment","Private room",1,2,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",NA,25,92,NA
"5648","28008","Palacio","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,NA,NA
"5649","28005","Palacio","Apartment","Entire home/apt",4,1,2,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Washer,Hangers,Hair dryer",NA,60,84,NA
"5650","28013","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,79,80,NA
"5651","28005","Palacio","Apartment","Entire home/apt",5,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,130,100,NA
"5652","28005","Palacio","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Washer,Essentials,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,19,90,NA
"5653","28005","Palacio","Apartment","Entire home/apt",7,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials",NA,135,90,NA
"5654","28005","Palacio","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,65,96,NA
"5655","28013","Palacio","Apartment","Entire home/apt",6,1,2,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Hair dryer",NA,110,100,NA
"5656","28012","Palacio","Apartment","Private room",2,4,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,18,20,NA
"5657","28005","Palacio","Apartment","Entire home/apt",4,1,2,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,90,96,NA
"5658","28005","Palacio","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,59,89,NA
"5659","28013","Palacio","Apartment","Entire home/apt",3,1,0,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,59,98,NA
"5660","28005","Palacio","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance",NA,45,98,NA
"5661","28005","Palacio","Apartment","Entire home/apt",4,1,1,4,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,97,NA
"5662","28005","Palacio","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Heating,Washer,Dryer,Essentials,Shampoo",NA,54,94,NA
"5663","28005","Palacio","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer",NA,120,80,NA
"5664","28005","Palacio","Other","Entire home/apt",10,2,4,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,155,96,NA
"5665","28005","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance",NA,75,100,NA
"5666","28005","Palacio","Apartment","Entire home/apt",6,1.5,3,6,"Real Bed","Internet,Wireless Internet,Kitchen,Breakfast,Hot tub,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_50",NA,78,100,NA
"5667","28012","Embajadores","Apartment","Entire home/apt",7,1,3,6,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo",NA,120,97,NA
"5668","28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Safety card,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,55,92,NA
"5669","28012","Embajadores","Condominium","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,45,80,NA
"5670","28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,75,98,NA
"5671","28012","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Suitable for events,Shampoo",NA,45,NA,NA
"5672","28012","Embajadores","Bed & Breakfast","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Heating,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,42,70,NA
"5673","28005","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Breakfast,Heating,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,99,NA
"5674","28012","Embajadores","Other","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,70,97,NA
"5675","28012","Embajadores","Apartment","Shared room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,20,100,NA
"5676","28012","Embajadores","Apartment","Private room",1,2,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Washer,Dryer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room",NA,41,NA,NA
"5677","28005","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,92,NA
"5678","28012","Embajadores","House","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,30,100,NA
"5679","28005","Embajadores","Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace",NA,79,85,NA
"5680","28012","Embajadores","Apartment","Entire home/apt",7,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",NA,60,88,NA
"5681","28005","Embajadores","Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo",NA,49,NA,NA
"5682","28012","Embajadores","Apartment","Private room",1,1,3,3,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Doorman,Breakfast,Heating,Suitable for events,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,20,NA,NA
"5683","28012","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Smoking allowed,Pets live on this property,Cat(s),Washer,First aid kit,Essentials,Hair dryer",NA,27,86,NA
"5684","28012","Embajadores","Apartment","Entire home/apt",7,2,2,4,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron",NA,105,94,NA
"5685","28012","Embajadores","Apartment","Private room",2,1,1,2,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Dryer,First aid kit,Essentials,Shampoo,Laptop friendly workspace,Private living room",NA,42,92,NA
"5686","28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,50,100,NA
"5687","28005","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",NA,37,95,NA
"5688","28005","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,45,96,NA
"5689","28012","Embajadores","Apartment","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,20,93,NA
"5690","28012","Embajadores","Apartment","Entire home/apt",12,2,3,12,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",NA,128,97,NA
"5691","28012","Embajadores","House","Entire home/apt",4,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace,Private entrance",409,49,93,37.997327
"5692","28005","Embajadores","Apartment","Entire home/apt",4,1,0,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,64,92,NA
"5693","28012","Embajadores","Loft","Entire home/apt",1,1,1,1,"Real Bed","Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom",NA,40,NA,NA
"5694","28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Heating,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,25,87,NA
"5695","28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,60,93,NA
"5696","28012","Embajadores","Apartment","Entire home/apt",6,1,2,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,78,100,NA
"5697","28005","Embajadores","Apartment","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron",NA,45,85,NA
"5698","28005","Embajadores","Apartment","Private room",1,1.5,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Washer,Essentials,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,27,60,NA
"5699","28012","Embajadores","Apartment","Entire home/apt",4,1,1,3,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",NA,49,93,NA
"5700","28012","Embajadores","Apartment","Entire home/apt",3,2,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,130,96,NA
"5701","28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials",NA,65,96,NA
"5702","28005","Embajadores","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Laptop friendly workspace",NA,42,90,NA
"5703","28012","Embajadores","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,50,91,NA
"5704","28005","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,70,98,NA
"5705","28012","Embajadores","Apartment","Entire home/apt",6,2,2,3,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,92,95,NA
"5706","28012","Embajadores","Apartment","Entire home/apt",6,1,2,4,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials",NA,120,83,NA
"5707","28012","Embajadores","House","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo",NA,35,93,NA
"5708","28005","Embajadores","House","Entire home/apt",2,1,1,1,"Real Bed","TV,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Dryer",NA,100,NA,NA
"5709","28012","Embajadores","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",NA,85,NA,NA
"5710","28012","Embajadores","Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",NA,20,NA,NA
"5711","28014","Cortes","Apartment","Entire home/apt",6,3,4,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,160,92,NA
"5712","28012","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",NA,25,100,NA
"5713","28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Crib",NA,73,94,NA
"5714","28012","Embajadores","Apartment","Entire home/apt",5,1,3,5,"Real Bed","TV,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,50,88,NA
"5715","28005","Embajadores","Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,50,92,NA
"5716","28012","Embajadores","House","Entire home/apt",8,3.5,4,5,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",NA,299,98,NA
"5717","28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Room-darkening shades",592,56,93,54.998576
"5718","28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,70,98,NA
"5719","28012","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Other pet(s),Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo",NA,20,NA,NA
"5720","28012","Embajadores","Apartment","Private room",1,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,14,NA,NA
"5721","28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",NA,60,89,NA
"5722","28005","Embajadores","House","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,18,84,NA
"5723","28005","Embajadores","Apartment","Entire home/apt",4,1,2,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,65,100,NA
"5724","28012","Embajadores","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",NA,45,94,NA
"5725","28012","Embajadores","Apartment","Entire home/apt",6,2.5,2,4,"Pull-out Sofa","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",NA,80,96,NA
"5726","28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,57,100,NA
"5727","28012","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Dog(s),Buzzer/wireless intercom,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo",NA,45,93,NA
